month_end_date,firm_crd_number,branch_id,branch_name,advisor_id,advisor_name,account_count,beginning_aum,ending_aum,net_new_assets,revenue,avg_fee_rate,aum_growth_rate,revenue_per_account
2026-01-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000026,Avery Lee 26,19,55287153.42,55981519.41,-136954.12000000002,31224.76,0.008552631578947369,0.012559264622019938,1643.4084210526314
2026-01-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000027,Taylor Campbell 27,42,225193580.29,227026873.89000002,524100.72,87910.04,0.00815,0.008140967418516741,2093.0961904761903
2026-01-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000028,Riley Chen 28,41,178948228.3,181128930.99,740797.86,77420.69,0.0076585365853658535,0.012186221180933578,1888.309512195122
2026-01-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000029,Cameron Brooks 29,48,112784308.28999999,114622477.86,11653.080000000016,53039.88,0.010747916666666668,0.01629809676425518,1104.9975
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000030,Jordan Chen 30,22,109466409.27,110868619.58,535287.51,48698.88,0.008136363636363636,0.012809503110140725,2213.5854545454545
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000031,Cameron Patel 31,56,136130545.37,137202836.14,248934.09000000003,78189.7,0.00995,0.007876929950478909,1396.2446428571427
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000032,Morgan Lee 32,59,763835596.86,768875945.15,1471546.6800000002,302209.67,0.007011864406779662,0.006598734479932577,5122.1977966101695
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000033,Casey Campbell 33,45,197861354.4,198006632.97,-161374.25999999998,109411.74,0.007615555555555556,0.0007342442916179333,2431.3720000000003
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000034,Cameron Rivera 34,38,114177309.0,115036361.78,-655228.37,64487.42,0.009221052631578948,0.007523848543321346,1697.0373684210526
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000035,Jordan Brooks 35,42,109215303.0,110609316.47,639831.59,56195.45,0.009557142857142856,0.012763902417594343,1337.9869047619047
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000036,Cameron Morgan 36,54,102046994.21000001,103877374.21,-195555.03999999998,57938.2,0.009827777777777777,0.017936638057494285,1072.9296296296295
2026-01-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000037,Casey Campbell 37,15,44836383.64,44819597.1,198341.18,21884.41,0.008159999999999999,-0.0003743954939537828,1458.9606666666666
2026-02-28,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000001,Morgan Parker 1,45,150330849.13,150548499.21,343941.94999999995,49338.69,0.01037111111111111,0.0014478071617343036,1096.4153333333334
2026-02-28,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000002,Casey Campbell 2,50,176772781.98,179328616.06,1053831.53,94619.74,0.007888000000000001,0.01445830094074765,1892.3948
2026-02-28,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000003,Taylor Patel 3,32,62730018.04,60501547.730000004,-500650.37,29900.800000000003,0.009734375,-0.03552478350283597,934.4000000000001
2026-02-28,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000004,Cameron Lee 4,56,74137924.66,75119632.33,-145385.80999999994,37853.71,0.010667857142857144,0.013241639478069547,675.9591071428571
2026-02-28,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000005,Morgan Parker 5,24,56610975.559999995,56237457.47,-56546.87999999999,33645.83,0.008845833333333332,-0.0065979800967061126,1401.9095833333333
2026-02-28,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000006,Avery Patel 6,21,44637081.69,45269001.449999996,31393.339999999997,25279.85,0.009157142857142857,0.014156834095665495,1203.8023809523809
2026-02-28,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000007,Casey Chen 7,35,478948570.54,477105505.54,-560417.45,170730.43,0.005685714285714286,-0.0038481480337690535,4878.012285714285
2026-02-28,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000008,Casey Parker 8,21,83554119.13,83480075.07,8360.960000000021,52347.0,0.008276190476190477,-0.000886180846270414,2492.714285714286
2026-02-28,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000009,Taylor Brooks 9,58,126556552.95,127405587.15,533317.5499999999,68501.29,0.00956896551724138,0.006708733607302339,1181.0567241379308
2026-02-28,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000010,Riley Patel 10,51,167910778.17000002,169874849.51999998,439729.42000000004,81593.84,0.009368627450980393,0.011697113022795087,1599.8792156862744
2026-02-28,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000011,Taylor Brooks 11,43,131578851.84,132248318.67,270318.14,68484.18,0.009513953488372093,0.005087951601934256,1592.6553488372092
2026-02-28,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000012,Taylor Patel 12,39,125007707.85,125745017.41000001,1104348.84,60026.12,0.01021025641025641,0.005898112785851047,1539.1312820512821
2026-02-28,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000013,Riley Rivera 13,35,59264850.029999994,59322347.839999996,199493.42999999996,24717.82,0.010705714285714285,0.000970184012460959,706.2234285714286
2026-02-28,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000014,Avery Lee 14,44,114750153.00999999,116225635.60000001,1093791.28,54031.18,0.010170454545454545,0.012858218933019082,1227.9813636363635
2026-02-28,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000015,Jordan Patel 15,34,90418125.62,90070595.61,-219785.34000000003,54855.3,0.009291176470588235,-0.0038435878604757717,1613.3911764705883
2026-02-28,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000016,Alex Parker 16,55,165466161.23,168895809.96,686964.71,75199.23,0.009083636363636363,0.020727191012987638,1367.2587272727271
2026-02-28,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000017,Riley Brooks 17,44,178140800.35,179506583.08,-693171.3299999998,96288.3,0.007888636363636363,0.0076668720883515395,2188.370454545455
2026-02-28,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000018,Taylor Lee 18,21,18965189.32,19108041.05,92303.77,12497.1,0.010985714285714284,0.007532312363966448,595.1
2026-02-28,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000019,Casey Brooks 19,44,170930359.52,171082813.84,-725104.6900000001,85835.64,0.008215909090909091,0.0008919089647275601,1950.81
2026-02-28,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000020,Riley Patel 20,51,76949451.45,76724800.81,-32794.93000000002,46375.24,0.011027450980392157,-0.0029194573290229815,909.318431372549
2026-02-28,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000021,Cameron Parker 21,41,144015833.56,145578860.05,293712.39,82863.15,0.008763414634146342,0.010853157263078438,2021.0524390243902
2026-02-28,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000022,Morgan Brooks 22,39,153614579.74,154718389.62,587936.71,88482.97,0.008158974358974358,0.00718558018300246,2268.7941025641026
2026-02-28,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000023,Riley Patel 23,28,43515776.78,43774460.21,231046.47000000003,25101.5,0.009328571428571427,0.005944589506187822,896.4821428571429
2026-02-28,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000024,Riley Campbell 24,31,78290175.44,76972428.74,-486413.95,37711.17,0.009416129032258065,-0.016831571683089373,1216.4893548387097
2026-02-28,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000025,Casey Chen 25,25,124495845.15,127179044.38,350048.79,59432.24,0.007228,0.021552520301116162,2377.2896
2026-02-28,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000026,Avery Lee 26,19,55981519.41,56125131.43,-110031.57,31415.45,0.008552631578947369,0.0025653469486637374,1653.4447368421054
2026-02-28,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000027,Taylor Campbell 27,42,227026873.89000002,227305865.87,112683.56000000006,88765.11,0.00815,0.0012288940741666012,2113.455
2026-02-28,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000028,Riley Chen 28,41,181128930.99,184362032.84,565376.27,78529.73,0.0076585365853658535,0.017849726337635655,1915.3592682926828
2026-02-28,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000029,Cameron Brooks 29,48,114622477.86,116926158.92999999,-1037717.08,53831.15,0.010747916666666668,0.020097987000540253,1121.4822916666667
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000030,Jordan Chen 30,22,110868619.58,111122712.94,206881.56000000006,49139.46,0.008136363636363636,0.002291842010503721,2233.6118181818183
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000031,Cameron Patel 31,56,137202836.14,138048129.47,-171383.09,78886.06,0.00995,0.006160902746481762,1408.6796428571429
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000032,Morgan Lee 32,59,768875945.15,770076456.34,2036222.16,303897.29,0.007011864406779662,0.0015613847689900735,5150.801525423729
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000033,Casey Campbell 33,45,198006632.97,199647039.82,-684456.75,109851.51,0.007615555555555556,0.008284605547777444,2441.1446666666666
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000034,Cameron Rivera 34,38,115036361.78,116499506.62,413962.01999999996,65268.63,0.009221052631578948,0.012718977003099059,1717.5955263157894
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000035,Jordan Brooks 35,42,110609316.47,109993204.85000001,59911.28000000002,56333.9,0.009557142857142856,-0.005570160269158653,1341.2833333333333
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000036,Cameron Morgan 36,54,103877374.21,103095441.73,-67415.24,58303.84,0.009827777777777777,-0.007527457118999016,1079.7007407407407
2026-02-28,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000037,Casey Campbell 37,15,44819597.1,43963731.47,-96961.54,21773.42,0.008159999999999999,-0.01909579035461706,1451.5613333333333
2026-03-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000001,Morgan Parker 1,45,150548499.21,151028669.88,132330.55000000005,49159.7,0.01037111111111111,0.0031894749699908805,1092.4377777777777
2026-03-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000002,Casey Campbell 2,50,179328616.06,178751064.52,229109.41,95353.55,0.007888000000000001,-0.003220632337935144,1907.0710000000001
2026-03-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000003,Taylor Patel 3,32,60501547.730000004,60894999.510000005,60503.88,29563.06,0.009734375,0.006503168840503995,923.845625
2026-03-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000004,Cameron Lee 4,56,75119632.33,75326966.21000001,78340.96000000002,38116.65,0.010667857142857144,0.0027600491851343723,680.6544642857143
2026-03-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000005,Morgan Parker 5,24,56237457.47,57477560.37,150557.08,33919.57,0.008845833333333332,0.022051190715041382,1413.3154166666666
2026-03-31,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000006,Avery Patel 6,21,45269001.449999996,46059917.86,70937.02,25680.79,0.009157142857142857,0.0174714790401016,1222.894761904762
2026-03-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000007,Casey Chen 7,35,477105505.54,478514749.87,2752238.63,170771.08000000002,0.005685714285714286,0.0029537373047183037,4879.173714285715
2026-03-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000008,Casey Parker 8,21,83480075.07,84804241.59,1035944.34,52694.29,0.008276190476190477,0.015862066713400368,2509.251904761905
2026-03-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000009,Taylor Brooks 9,58,127405587.15,129422192.35,507490.77,69150.38,0.00956896551724138,0.015828232066665594,1192.247931034483
2026-03-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000010,Riley Patel 10,51,169874849.51999998,169180629.36,592336.0599999999,81623.19,0.009368627450980393,-0.00408665651190604,1600.454705882353
2026-03-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000011,Taylor Brooks 11,43,132248318.67,133296293.05,63852.21000000001,68910.5,0.009513953488372093,0.007924292652937327,1602.5697674418604
2026-03-31,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000012,Taylor Patel 12,39,125745017.41000001,126034686.6,-751165.55,60352.490000000005,0.01021025641025641,0.002303623602480383,1547.4997435897437
2026-03-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000013,Riley Rivera 13,35,59322347.839999996,57935018.760000005,-223756.56,24498.69,0.010705714285714285,-0.023386280727489002,699.9625714285714
2026-03-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000014,Avery Lee 14,44,116225635.60000001,117177703.9,213951.5,54461.93,0.010170454545454545,0.008191551675196836,1237.7711363636363
2026-03-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000015,Jordan Patel 15,34,90070595.61,90931077.67,-305554.45,54870.41,0.009291176470588235,0.009553418118004187,1613.8355882352942
2026-03-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000016,Alex Parker 16,55,168895809.96,171878300.88,1491230.33,76521.46,0.009083636363636363,0.017658762053992562,1391.2992727272729
2026-03-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000017,Riley Brooks 17,44,179506583.08,180696396.36,292069.86000000004,96940.35,0.007888636363636363,0.006628243151783139,2203.189772727273
2026-03-31,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000018,Taylor Lee 18,21,19108041.05,19168603.73,269161.53,12553.36,0.010985714285714284,0.0031694865968481733,597.7790476190477
2026-03-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000019,Casey Brooks 19,44,171082813.84,173739220.32,-117778.96,86466.34,0.008215909090909091,0.015527021214908895,1965.144090909091
2026-03-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000020,Riley Patel 20,51,76724800.81,76712952.66,200047.71000000002,46322.5,0.011027450980392157,-0.00015442399165488247,908.2843137254902
2026-03-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000021,Cameron Parker 21,41,145578860.05,147294153.18,647721.98,83781.61,0.008763414634146342,0.011782570143844144,2043.4539024390244
2026-03-31,100001,BR-00004,Cedar Ridge Capital Management - Chicago 2,ADV-000022,Morgan Brooks 22,39,154718389.62,155609624.51,268633.95999999996,88960.14,0.008158974358974358,0.005760368190161012,2281.0292307692307
2026-03-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000023,Riley Patel 23,28,43774460.21,44308946.32,139231.76,25402.54,0.009328571428571427,0.012209998876877057,907.2335714285715
2026-03-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000024,Riley Campbell 24,31,76972428.74,78572001.42,317853.86,37950.17,0.009416129032258065,0.02078111222660125,1224.1990322580646
2026-03-31,100001,BR-00005,Cedar Ridge Capital Management - Chicago 3,ADV-000025,Casey Chen 25,25,127179044.38,127263062.12,-104349.81,60003.22,0.007228,0.0006606256589644737,2400.1288
2026-03-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000026,Avery Lee 26,19,56125131.43,56657385.85,33797.340000000026,31563.73,0.008552631578947369,0.009483352759072581,1661.248947368421
2026-03-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000027,Taylor Campbell 27,42,227305865.87,228500766.6,1486460.0,89653.63,0.00815,0.00525679671937447,2134.6102380952384
2026-03-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000028,Riley Chen 28,41,184362032.84,187478879.73,804314.09,79871.38,0.0076585365853658535,0.01690612129833134,1948.0824390243904
2026-03-31,100001,BR-00006,Cedar Ridge Capital Management - Naperville 4,ADV-000029,Cameron Brooks 29,48,116926158.92999999,118792794.85000001,-154320.25999999995,54614.92999999999,0.010747916666666668,0.015964228510384173,1137.8110416666666
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000030,Jordan Chen 30,22,111122712.94,111416345.35,430597.93,49437.85,0.008136363636363636,0.0026424157782985497,2247.1749999999997
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000031,Cameron Patel 31,56,138048129.47,139759298.65,343970.44999999995,79742.26,0.00995,0.012395453575282748,1423.9689285714285
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000032,Morgan Lee 32,59,770076456.34,773320713.89,-1224157.12,305128.8,0.007011864406779662,0.004212903177717155,5171.674576271186
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000033,Casey Campbell 33,45,199647039.82,202821801.78,1652687.13,110914.94,0.007615555555555556,0.015901873440559627,2464.7764444444447
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000034,Cameron Rivera 34,38,116499506.62,117946869.07,-242108.02000000002,66060.16,0.009221052631578948,0.012423764632077101,1738.4252631578947
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000035,Jordan Brooks 35,42,109993204.85000001,112011242.25,-47941.19999999999,56719.78,0.009557142857142856,0.018346927910247092,1350.4709523809524
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000036,Cameron Morgan 36,54,103095441.73,102175172.8,-415030.83,58026.14,0.009827777777777777,-0.00892637845628645,1074.5581481481481
2026-03-31,100001,BR-00007,Cedar Ridge Capital Management - Chicago 5,ADV-000037,Casey Campbell 37,15,43963731.47,43832690.089999996,-385027.19,21646.31,0.008159999999999999,-0.0029806701027965013,1443.0873333333334
2026-04-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000001,Morgan Parker 1,45,151028669.88,152361307.5,1495638.5499999998,49687.89,0.01037111111111111,0.008823739367226458,1104.1753333333334
2026-04-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000002,Casey Campbell 2,50,178751064.52,179343940.5,-139043.16000000003,95457.49,0.007888000000000001,0.0033167689467586575,1909.1498000000001
2026-04-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000003,Taylor Patel 3,32,60894999.510000005,61075385.379999995,202816.43000000002,29665.79,0.009734375,0.0029622443788733,927.0559375
2026-04-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000004,Cameron Lee 4,56,75326966.21000001,77688365.49,258659.82,38613.43,0.010667857142857144,0.031348657709335696,689.5255357142858
2026-04-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000005,Morgan Parker 5,24,57477560.37,57599437.46,-90841.54000000001,34354.24,0.008845833333333332,0.0021204290720664696,1431.4266666666665
2026-04-30,100000,BR-00001,Northstar Wealth Advisors - White Plains 1,ADV-000006,Avery Patel 6,21,46059917.86,47310986.15,-169886.81999999998,26220.26,0.009157142857142857,0.027161756862064866,1248.5838095238094
2026-04-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000007,Casey Chen 7,35,478514749.87,479171337.93,1105302.77,171264.77,0.005685714285714286,0.0013721375572610464,4893.279142857143
2026-04-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000008,Casey Parker 8,21,84804241.59,85622506.08,55525.22999999995,53439.96,0.008276190476190477,0.009648862776888312,2544.7599999999998
2026-04-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000009,Taylor Brooks 9,58,129422192.35,129639607.03,452465.99,69972.70999999999,0.00956896551724138,0.001679887166584589,1206.4260344827585
2026-04-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000010,Riley Patel 10,51,169180629.36,169558266.63,-280546.5,81394.45999999999,0.009368627450980393,0.0022321543041219295,1595.9698039215684
2026-04-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000011,Taylor Brooks 11,43,133296293.05,135108299.28,41511.95999999999,69597.32,0.009513953488372093,0.013593823117949072,1618.5423255813955
2026-04-30,100000,BR-00002,Northstar Wealth Advisors - Colorado Springs 2,ADV-000012,Taylor Patel 12,39,126034686.6,125830700.24,-110472.09,60384.64,0.01021025641025641,-0.0016184938091479287,1548.3241025641025
2026-04-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000013,Riley Rivera 13,35,57935018.760000005,58448851.81,191914.7,24417.41,0.010705714285714285,0.008869127187627012,697.6402857142857
2026-04-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000014,Avery Lee 14,44,117177703.9,120404483.17,207360.49999999997,55171.43,0.010170454545454545,0.027537485055636045,1253.8961363636363
2026-04-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000015,Jordan Patel 15,34,90931077.67,92057900.97,120814.17,55325.32,0.009291176470588235,0.012392059226322782,1627.215294117647
2026-04-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000016,Alex Parker 16,55,171878300.88,174206975.76,302337.91000000003,77677.79,0.009083636363636363,0.01354839364874687,1412.3234545454545
2026-04-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000017,Riley Brooks 17,44,180696396.36,182058015.41,-246072.38999999998,97385.2,0.007888636363636363,0.0075353968171409415,2213.2999999999997
2026-04-30,100001,BR-00003,Cedar Ridge Capital Management - Naperville 1,ADV-000018,Taylor Lee 18,21,19168603.73,19444681.9,41236.21,12627.3,0.010985714285714284,0.014402622845602436,601.3
